Employee_ID,Att_Date,Status,Hours Worked 
E0046,2025-01-09,P,7
E0046,14 Jan 2025,PRESENT,8
E0046,01/15/2025,Work From Home,8
E0046,16 Jan 2025,PRESENT,9
E0046,17-01-2025,WFH,8
E0046,20 Jan 2025,present,7
E0046,01/21/2025,P,8
E0046,2025-01-22,present,7.5
E0046,2025-01-23,P,7
E0046,01/24/2025,present,8
E0046,01/27/2025,Absent,
E0046,28 Jan 2025,Work From Home,9
E0046,2025-01-29,PRESENT,8
E0046,2025-01-30,PRESENT,9
E0046,31 Jan 2025,P,8
E0046,03 Feb 2025,P,7
E0046,2025-02-04,present,8
E0046,02/05/2025,Absent,
E0046,2025-02-06,PRESENT,7
E0046,10 Feb 2025,present,7.5
E0046,2025-02-11,present,7.5
E0046,13-02-2025,wfh,8
E0046,17-02-2025,P,7
E0046,2025-02-18,PRESENT,8
E0046,02/20/2025,WFH,8
E0046,02/21/2025,P,7.5
E0046,2025-02-24,PRESENT,8
E0046,2025-02-25,present,7
E0046,02/26/2025,L,
E0046,2025-02-27,present,8
E0046,28-02-2025,PRESENT,8
E0046,04-03-2025,P,7
E0046,2025-03-05,P,7
E0046,07-03-2025,PRESENT,9
E0046,10 Mar 2025,Present,8
E0046,11 Mar 2025,P,8
E0046,2025-03-13,On Leave,
E0046,14 Mar 2025,PRESENT,8
E0046,17 Mar 2025,Present,8
E0046,03/18/2025,PRESENT,8
E0047,02 Jan 2025,leave,
E0047,01/03/2025,PRESENT,9
E0047,06-01-2025,Present,7
E0047,2025-01-07,Present,8
E0047,01/08/2025,present,8
E0047,2025-01-10,WFH,7.5
E0047,14 Jan 2025,P,7
E0047,15 Jan 2025,P,8
E0047,16-01-2025,P,8
E0047,17-01-2025,wfh,8
E0047,2025-01-20,wfh,8
E0047,2025-01-21,present,7
E0047,23-01-2025,Present,8
E0047,24-01-2025,P,8
E0047,2025-01-27,absent,
E0047,28 Jan 2025,WFH,9
E0047,2025-01-30,PRESENT,9
E0047,31-01-2025,present,7.5
E0047,02/03/2025,Present,7
E0047,04 Feb 2025,P,7.5
E0047,02/05/2025,present,9
E0047,02/06/2025,Leave,
E0047,2025-02-07,PRESENT,8
E0047,10-02-2025,absent,
E0047,12-02-2025,present,8
E0047,14-02-2025,present,7.5
E0047,17 Feb 2025,Present,7
E0047,02/19/2025,wfh,8
E0047,02/20/2025,P,8
E0047,21-02-2025,PRESENT,8
E0047,02/25/2025,present,7.5
E0047,02/26/2025,Absent,
E0047,27-02-2025,P,8
E0047,2025-02-28,present,9
E0047,2025-03-03,PRESENT,7.5
E0047,05-03-2025,present,8
E0047,07-03-2025,present,7.5
E0047,10 Mar 2025,PRESENT,7
E0047,12 Mar 2025,On Leave,
E0047,2025-03-14,Work From Home,8
E0047,03/17/2025,PRESENT,8
E0048,02 Jan 2025,P,8
E0048,2025-01-03,PRESENT,8
E0048,01/07/2025,present,7
E0048,2025-01-09,Absent,
E0048,10 Jan 2025,leave,
E0048,13 Jan 2025,wfh,7.5
E0048,01/14/2025,present,7
E0048,15-01-2025,present,8
E0048,01/16/2025,present,8
E0048,01/17/2025,present,9
E0048,20 Jan 2025,P,8
E0048,2025-01-22,L,
E0048,23-01-2025,PRESENT,7
E0048,24-01-2025,PRESENT,7.5
E0048,01/27/2025,P,7.5
E0048,29 Jan 2025,A,
E0048,31-01-2025,present,8
E0048,02/03/2025,Leave,
E0048,04-02-2025,PRESENT,8
E0048,05 Feb 2025,Present,9
E0048,06 Feb 2025,PRESENT,7
E0048,07-02-2025,PRESENT,8
E0048,02/10/2025,P,8
E0048,12-02-2025,present,8
E0048,2025-02-13,wfh,8
E0048,14 Feb 2025,L,
E0048,2025-02-17,PRESENT,9
E0048,2025-02-18,PRESENT,8
E0048,19 Feb 2025,Present,9
E0048,20 Feb 2025,present,8
E0048,21 Feb 2025,P,8
E0048,24-02-2025,Present,8
E0048,25 Feb 2025,WFH,8
E0048,27 Feb 2025,Present,8
E0048,04 Mar 2025,A,
E0048,2025-03-05,present,7
E0048,06 Mar 2025,P,7
E0048,03/07/2025,PRESENT,8
E0048,10 Mar 2025,absent,
E0048,2025-03-11,present,7.5
E0048,13-03-2025,present,8
E0048,2025-03-14,present,8
E0048,03/18/2025,P,9
E0048,2025-03-20,P,8
E0049,02-01-2025,present,8
E0049,2025-01-03,PRESENT,8
E0049,06-01-2025,Present,7.5
E0049,01/07/2025,P,8
E0049,08 Jan 2025,P,7.5
E0049,09-01-2025,leave,
E0049,01/10/2025,Work From Home,7
E0049,01/13/2025,present,7.5
E0049,15-01-2025,present,7.5
E0049,16 Jan 2025,Present,8
E0049,01/20/2025,present,8
E0049,2025-01-22,P,9
E0049,23 Jan 2025,absent,
E0049,2025-01-24,present,8
E0049,01/27/2025,On Leave,
E0049,28 Jan 2025,wfh,9
E0049,2025-01-29,present,9
E0049,30 Jan 2025,Present,8
E0049,03 Feb 2025,present,7
E0049,02/04/2025,L,
E0049,2025-02-05,Present,9
E0049,06 Feb 2025,wfh,7
E0049,2025-02-11,P,8
E0049,2025-02-12,P,7.5
E0049,2025-02-13,WFH,9
E0049,14-02-2025,Present,8
E0049,02/17/2025,present,8
E0049,18-02-2025,P,9
E0049,19 Feb 2025,P,8
E0049,2025-02-21,P,7.5
E0049,24 Feb 2025,P,8
E0049,02/25/2025,P,7.5
E0049,2025-02-26,wfh,7
E0049,28-02-2025,PRESENT,7
E0049,2025-03-03,Present,7
E0049,03/05/2025,PRESENT,7
E0049,03/06/2025,P,7.5
E0049,2025-03-07,present,8
E0049,03/10/2025,present,8
E0049,12-03-2025,Present,8
E0049,03/13/2025,WFH,8
E0049,03/14/2025,L,
E0049,18 Mar 2025,wfh,8
E0050,01/02/2025,Present,8
E0050,03 Jan 2025,P,7.5
E0050,06-01-2025,L,
E0050,07 Jan 2025,PRESENT,8
E0050,01/08/2025,present,8
E0050,09 Jan 2025,Work From Home,8
E0050,14 Jan 2025,Present,8
E0050,16-01-2025,PRESENT,9
E0050,01/17/2025,Present,8
E0050,01/20/2025,PRESENT,8
E0050,21 Jan 2025,WFH,9
E0050,22-01-2025,Present,7.5
E0050,2025-01-24,WFH,9
E0050,28 Jan 2025,Present,7
E0050,2025-01-29,Leave,
E0050,01/30/2025,leave,
E0050,03-02-2025,L,
E0050,2025-02-04,present,8
E0050,2025-02-06,PRESENT,7.5
E0050,2025-02-11,absent,
E0050,2025-02-12,absent,
E0050,13 Feb 2025,P,7
E0050,14-02-2025,present,7
E0050,2025-02-18,PRESENT,7.5
E0050,2025-02-20,PRESENT,8
E0050,21-02-2025,P,7.5
E0050,24 Feb 2025,Present,8
E0050,02/25/2025,Present,8
E0050,26 Feb 2025,Present,7.5
E0050,27-02-2025,present,8
E0050,28-02-2025,PRESENT,7
E0050,03/03/2025,Work From Home,8
E0050,04-03-2025,present,8
E0050,05 Mar 2025,present,8
E0050,03/06/2025,Leave,
E0050,2025-03-07,present,8
E0050,03/10/2025,Present,8
E0050,03/11/2025,present,7
E0050,12-03-2025,Present,8
E0050,13-03-2025,Present,8
E0050,14 Mar 2025,P,8
E0051,01/02/2025,P,8
E0051,06 Jan 2025,wfh,8
E0051,01/07/2025,PRESENT,7.5
E0051,2025-01-08,present,8
E0051,2025-01-09,Present,8
E0051,01/10/2025,P,9
E0051,01/13/2025,leave,
E0051,15 Jan 2025,P,8
E0051,2025-01-17,Work From Home,8
E0051,01/20/2025,present,7.5
E0051,21 Jan 2025,PRESENT,8
E0051,01/22/2025,present,8
E0051,24 Jan 2025,P,8
E0051,27 Jan 2025,present,9
E0051,01/29/2025,P,7
E0051,01/31/2025,present,8
E0051,02/03/2025,PRESENT,8
E0051,04-02-2025,P,8
E0051,05-02-2025,Absent,
E0051,06-02-2025,WFH,8
E0051,02/07/2025,Work From Home,7.5
E0051,10 Feb 2025,PRESENT,8
E0051,2025-02-12,present,8
E0051,02/13/2025,Absent,
E0051,14 Feb 2025,P,7.5
E0051,17-02-2025,present,8
E0051,18 Feb 2025,P,8
E0051,2025-02-20,Present,8
E0051,2025-02-25,L,
E0051,02/26/2025,Work From Home,7
E0051,27-02-2025,P,7.5
E0051,28-02-2025,Work From Home,8
E0051,2025-03-03,P,7.5
E0051,04-03-2025,PRESENT,8
E0051,03/06/2025,present,7
E0051,07-03-2025,P,8
E0051,10-03-2025,PRESENT,8
E0051,11-03-2025,Leave,
E0051,12 Mar 2025,P,8
E0051,13 Mar 2025,PRESENT,9
E0051,2025-03-14,P,8
E0051,2025-03-17,P,8
E0051,2025-03-18,Leave,
E0052,01/02/2025,present,7
E0052,01/03/2025,Present,7.5
E0052,06-01-2025,PRESENT,8
E0052,2025-01-07,P,9
E0052,01/08/2025,Present,9
E0052,01/09/2025,Leave,
E0052,10 Jan 2025,Present,7
E0052,01/13/2025,P,8
E0052,15 Jan 2025,A,
E0052,01/16/2025,Present,8
E0052,01/17/2025,present,8
E0052,01/20/2025,PRESENT,7.5
E0052,22 Jan 2025,PRESENT,8
E0052,01/23/2025,PRESENT,8
E0052,01/24/2025,PRESENT,8
E0052,27 Jan 2025,Present,8
E0052,28-01-2025,P,7
E0052,29-01-2025,PRESENT,9
E0052,2025-01-30,PRESENT,8
E0052,02/04/2025,P,8
E0052,2025-02-05,Present,9
E0052,07 Feb 2025,P,8
E0052,11 Feb 2025,present,9
E0052,13 Feb 2025,WFH,8
E0052,02/14/2025,Present,8
E0052,02/17/2025,P,8
E0052,18 Feb 2025,Present,8
E0052,02/19/2025,PRESENT,7.5
E0052,21 Feb 2025,P,8
E0052,24-02-2025,WFH,8
E0052,2025-02-25,wfh,8
E0052,26 Feb 2025,P,7.5
E0052,02/28/2025,PRESENT,9
E0052,2025-03-04,present,8
E0052,05 Mar 2025,present,8
E0052,03/06/2025,PRESENT,8
E0052,2025-03-07,wfh,7.5
E0052,03/10/2025,PRESENT,9
E0052,03/11/2025,wfh,8
E0052,12 Mar 2025,Absent,
E0052,14-03-2025,leave,
E0052,17 Mar 2025,Present,8
E0054,2025-01-02,P,7.5
E0054,01/03/2025,Present,8
E0054,01/06/2025,P,8
E0054,01/07/2025,Work From Home,8
E0054,08-01-2025,wfh,8
E0054,2025-01-09,present,8
E0054,10-01-2025,absent,
E0054,13 Jan 2025,Present,7
E0054,14 Jan 2025,present,8
E0054,2025-01-15,PRESENT,7
E0054,01/17/2025,P,8
E0054,20 Jan 2025,PRESENT,8
E0054,21-01-2025,P,8
E0054,2025-01-23,P,7.5
E0054,24-01-2025,PRESENT,8
E0054,01/28/2025,Present,7.5
E0054,2025-01-29,present,7
E0054,30-01-2025,P,8
E0054,03 Feb 2025,P,9
E0054,04 Feb 2025,Present,7.5
E0054,02/05/2025,PRESENT,7.5
E0054,02/06/2025,Present,7
E0054,02/10/2025,present,7.5
E0054,2025-02-11,P,7
E0054,13-02-2025,P,8
E0054,02/14/2025,Present,7.5
E0054,2025-02-17,Present,8
E0054,18-02-2025,present,8
E0054,19 Feb 2025,PRESENT,8
E0054,2025-02-20,A,
E0054,21-02-2025,PRESENT,8
E0054,02/24/2025,P,7.5
E0054,02/25/2025,Present,9
E0054,02/26/2025,PRESENT,9
E0054,02/27/2025,Present,9
E0054,28-02-2025,Present,8
E0054,2025-03-03,P,9
E0054,05 Mar 2025,wfh,7.5
E0054,03/07/2025,PRESENT,9
E0054,10-03-2025,Leave,
E0054,11 Mar 2025,Work From Home,8
E0054,03/12/2025,PRESENT,7.5
E0054,2025-03-14,PRESENT,7
E0055,03-01-2025,PRESENT,7
E0055,06-01-2025,present,7
E0055,01/08/2025,Present,7
E0055,2025-01-10,leave,
E0055,13-01-2025,present,7.5
E0055,15 Jan 2025,Present,7
E0055,01/17/2025,absent,
E0055,2025-01-20,Work From Home,9
E0055,2025-01-22,PRESENT,7
E0055,23-01-2025,P,7
E0055,27-01-2025,A,
E0055,28 Jan 2025,PRESENT,8
E0055,01/29/2025,PRESENT,9
E0055,01/30/2025,PRESENT,8
E0055,04 Feb 2025,Work From Home,7.5
E0055,2025-02-06,P,7
E0055,07 Feb 2025,PRESENT,9
E0055,02/10/2025,leave,
E0055,02/11/2025,present,8
E0055,12-02-2025,absent,
E0055,14-02-2025,Leave,
E0055,17-02-2025,PRESENT,8
E0055,18 Feb 2025,PRESENT,8
E0055,20 Feb 2025,PRESENT,9
E0055,02/21/2025,P,7.5
E0055,2025-02-25,Present,9
E0055,26-02-2025,PRESENT,7.5
E0055,27-02-2025,Present,8
E0055,2025-02-28,Present,7
E0055,03 Mar 2025,PRESENT,9
E0055,04 Mar 2025,PRESENT,8
E0055,05 Mar 2025,P,8
E0055,2025-03-06,Present,8
E0055,07-03-2025,P,8
E0055,10-03-2025,wfh,8
E0055,12 Mar 2025,P,7
E0055,13-03-2025,Present,7.5
E0055,17 Mar 2025,present,8
E0055,18 Mar 2025,P,7.5
E0055,19-03-2025,present,8
E0055,2025-03-21,present,8
E0055,24 Mar 2025,Present,9
E0055,03/25/2025,leave,
E0057,01/02/2025,present,7
E0057,01/06/2025,P,9
E0057,2025-01-08,present,7.5
E0057,10-01-2025,P,9
E0057,13 Jan 2025,Present,8
E0057,14-01-2025,absent,
E0057,15 Jan 2025,Present,8
E0057,16-01-2025,P,7
E0057,17 Jan 2025,PRESENT,8
E0057,01/20/2025,Present,8
E0057,2025-01-21,PRESENT,8
E0057,23 Jan 2025,present,8
E0057,01/24/2025,present,7.5
E0057,28-01-2025,Present,8
E0057,29-01-2025,PRESENT,8
E0057,2025-01-30,On Leave,
E0057,01/31/2025,On Leave,
E0057,04 Feb 2025,Present,7.5
E0057,02/05/2025,present,8
E0057,02/06/2025,Present,8
E0057,2025-02-07,P,9
E0057,2025-02-11,P,7
E0057,13 Feb 2025,PRESENT,8
E0057,14 Feb 2025,present,8
E0057,17-02-2025,Present,8
E0057,02/19/2025,Present,9
E0057,20 Feb 2025,P,8
E0057,21 Feb 2025,PRESENT,8
E0057,2025-02-25,present,8
E0057,26-02-2025,PRESENT,8
E0057,02/27/2025,PRESENT,8
E0057,02/28/2025,Work From Home,7.5
E0057,03 Mar 2025,A,
E0057,03/04/2025,P,9
E0057,2025-03-05,A,
E0057,2025-03-06,PRESENT,9
E0057,03/07/2025,A,
E0057,10 Mar 2025,PRESENT,7.5
E0057,2025-03-11,P,9
E0057,13-03-2025,present,8
E0057,14 Mar 2025,P,8
E0058,02 Jan 2025,absent,
E0058,07 Jan 2025,Present,8
E0058,08-01-2025,P,8
E0058,09-01-2025,PRESENT,7
E0058,10-01-2025,PRESENT,7.5
E0058,13-01-2025,Present,7
E0058,2025-01-14,wfh,8
E0058,2025-01-16,present,8
E0058,17-01-2025,On Leave,
E0058,01/20/2025,absent,
E0058,2025-01-21,WFH,8
E0058,01/23/2025,present,8
E0058,01/24/2025,present,7.5
E0058,27 Jan 2025,PRESENT,8
E0058,29 Jan 2025,Present,7
E0058,31 Jan 2025,P,8
E0058,03 Feb 2025,L,
E0058,04 Feb 2025,P,8
E0058,06-02-2025,PRESENT,7.5
E0058,11 Feb 2025,PRESENT,8
E0058,12 Feb 2025,PRESENT,7.5
E0058,02/14/2025,wfh,8
E0058,2025-02-17,Present,8
E0058,18 Feb 2025,P,8
E0058,02/20/2025,PRESENT,8
E0058,02/21/2025,PRESENT,8
E0058,2025-02-24,L,
E0058,02/25/2025,Present,9
E0058,26-02-2025,Present,8
E0058,27 Feb 2025,PRESENT,7.5
E0058,02/28/2025,On Leave,
E0058,03-03-2025,Present,7.5
E0058,04 Mar 2025,present,8
E0058,06-03-2025,On Leave,
E0058,07-03-2025,Present,7
E0058,03/10/2025,PRESENT,9
E0058,11-03-2025,present,7.5
E0058,12-03-2025,leave,
E0058,13 Mar 2025,present,7
E0058,2025-03-14,On Leave,
E0058,17-03-2025,present,9
E0058,18 Mar 2025,Present,7
E0060,02 Jan 2025,P,9
E0060,06 Jan 2025,wfh,8
E0060,07 Jan 2025,P,7.5
E0060,08-01-2025,Absent,
E0060,09 Jan 2025,Leave,
E0060,13 Jan 2025,Present,8
E0060,01/14/2025,present,8
E0060,2025-01-16,On Leave,
E0060,2025-01-20,present,8
E0060,01/22/2025,P,8
E0060,01/24/2025,Present,7.5
E0060,27 Jan 2025,P,8
E0060,28 Jan 2025,PRESENT,8
E0060,2025-01-29,Work From Home,7
E0060,30-01-2025,present,7
E0060,31-01-2025,PRESENT,7
E0060,03 Feb 2025,PRESENT,8
E0060,04-02-2025,PRESENT,8
E0060,05 Feb 2025,L,
E0060,06 Feb 2025,Present,7.5
E0060,2025-02-07,P,9
E0060,10 Feb 2025,P,8
E0060,02/11/2025,PRESENT,7
E0060,02/12/2025,present,8
E0060,14-02-2025,PRESENT,7.5
E0060,02/17/2025,P,7
E0060,19 Feb 2025,On Leave,
E0060,2025-02-20,P,8
E0060,02/24/2025,PRESENT,8
E0060,02/25/2025,Absent,
E0060,2025-02-26,PRESENT,8
E0060,2025-02-28,Work From Home,7
E0060,03 Mar 2025,present,7.5
E0060,2025-03-04,wfh,8
E0060,2025-03-06,P,8
E0060,07 Mar 2025,present,8
E0060,10 Mar 2025,P,7.5
E0060,12-03-2025,Work From Home,8
E0060,03/13/2025,P,8
E0060,03/17/2025,leave,
E0060,18 Mar 2025,PRESENT,8
E0061,02-01-2025,Present,9
E0061,01/03/2025,P,7
E0061,2025-01-07,present,8
E0061,01/08/2025,Present,7
E0061,09-01-2025,Present,8
E0061,10 Jan 2025,present,7.5
E0061,13-01-2025,PRESENT,8
E0061,2025-01-14,P,8
E0061,01/15/2025,Present,8
E0061,01/16/2025,PRESENT,9
E0061,20 Jan 2025,PRESENT,8
E0061,2025-01-22,Absent,
E0061,01/23/2025,P,7.5
E0061,24-01-2025,Present,7.5
E0061,2025-01-27,Present,8
E0061,28 Jan 2025,P,8
E0061,2025-01-29,wfh,9
E0061,2025-01-30,Leave,
E0061,31-01-2025,PRESENT,7
E0061,04 Feb 2025,P,8
E0061,05 Feb 2025,PRESENT,9
E0061,02/06/2025,wfh,9
E0061,2025-02-07,On Leave,
E0061,10-02-2025,PRESENT,7.5
E0061,02/11/2025,P,8
E0061,2025-02-12,Present,9
E0061,2025-02-13,absent,
E0061,02/14/2025,present,7.5
E0061,18 Feb 2025,On Leave,
E0061,19 Feb 2025,PRESENT,8
E0061,20-02-2025,Present,8
E0061,02/24/2025,wfh,8
E0061,25 Feb 2025,Absent,
E0061,2025-02-26,Present,7.5
E0061,02/28/2025,present,7
E0061,03-03-2025,P,7
E0061,2025-03-04,P,7
E0061,2025-03-05,present,8
E0061,2025-03-06,L,
E0061,07 Mar 2025,present,7
E0061,03/10/2025,WFH,7
E0061,2025-03-11,PRESENT,9
E0061,03/13/2025,P,7.5
E0061,14-03-2025,PRESENT,8
E0062,01/02/2025,Leave,
E0062,03-01-2025,PRESENT,7.5
E0062,06-01-2025,P,8
E0062,2025-01-08,PRESENT,7
E0062,2025-01-09,P,7.5
E0062,10-01-2025,Leave,
E0062,2025-01-13,present,8
E0062,14-01-2025,P,8
E0062,16 Jan 2025,present,8
E0062,17 Jan 2025,wfh,7.5
E0062,21-01-2025,PRESENT,7.5
E0062,2025-01-22,Present,8
E0062,2025-01-23,Work From Home,9
E0062,01/27/2025,Leave,
E0062,01/28/2025,Present,8
E0062,30-01-2025,PRESENT,7
E0062,31-01-2025,P,8
E0062,2025-02-03,present,9
E0062,05 Feb 2025,Work From Home,8
E0062,06 Feb 2025,Work From Home,7
E0062,07-02-2025,P,7
E0062,10-02-2025,present,8
E0062,2025-02-11,PRESENT,8
E0062,12-02-2025,present,8
E0062,13-02-2025,PRESENT,8
E0062,14-02-2025,leave,
E0062,2025-02-17,P,7
E0062,18-02-2025,present,7
E0062,19 Feb 2025,P,7
E0062,02/20/2025,Present,8
E0062,21-02-2025,present,7.5
E0062,02/24/2025,present,7.5
E0062,02/26/2025,PRESENT,8
E0062,02/28/2025,Present,8
E0062,2025-03-03,absent,
E0062,2025-03-04,P,8
E0062,05 Mar 2025,Present,9
E0062,06-03-2025,P,7
E0062,10-03-2025,present,9
E0062,03/11/2025,Present,7.5
E0062,03/12/2025,P,7.5
E0062,03/13/2025,wfh,7
E0062,14 Mar 2025,Absent,
E0063,02-01-2025,present,9
E0063,2025-01-03,P,8
E0063,01/06/2025,On Leave,
E0063,08 Jan 2025,present,8
E0063,09 Jan 2025,PRESENT,7
E0063,13 Jan 2025,Absent,
E0063,01/14/2025,Present,8
E0063,15 Jan 2025,P,7
E0063,01/16/2025,PRESENT,8
E0063,2025-01-20,absent,
E0063,21-01-2025,P,7.5
E0063,01/22/2025,P,7.5
E0063,2025-01-23,PRESENT,8
E0063,24 Jan 2025,PRESENT,9
E0063,01/27/2025,PRESENT,8
E0063,28-01-2025,Present,7.5
E0063,2025-01-29,P,8
E0063,2025-01-30,present,7
E0063,2025-02-03,P,9
E0063,2025-02-04,present,7.5
E0063,05 Feb 2025,leave,
E0063,06 Feb 2025,P,7.5
E0063,02/07/2025,Present,8
E0063,10 Feb 2025,On Leave,
E0063,12 Feb 2025,Present,7
E0063,2025-02-13,present,7.5
E0063,14 Feb 2025,Present,8
E0063,2025-02-18,Leave,
E0063,02/19/2025,Present,8
E0063,02/20/2025,PRESENT,8
E0063,21 Feb 2025,Work From Home,7.5
E0063,2025-02-24,present,8
E0063,25 Feb 2025,PRESENT,8
E0063,26-02-2025,Present,9
E0063,27-02-2025,present,7.5
E0063,02/28/2025,present,7.5
E0063,03/03/2025,P,7.5
E0063,2025-03-04,present,8
E0063,06 Mar 2025,Present,7.5
E0063,10 Mar 2025,present,9
E0063,11-03-2025,present,7.5
E0063,03/12/2025,P,7.5
E0063,03/13/2025,PRESENT,8
E0064,02 Jan 2025,Work From Home,7.5
E0064,03-01-2025,present,9
E0064,06-01-2025,P,7
E0064,07-01-2025,On Leave,
E0064,01/09/2025,present,7
E0064,10-01-2025,Absent,
E0064,2025-01-13,Present,8
E0064,14 Jan 2025,present,7
E0064,01/16/2025,On Leave,
E0064,01/17/2025,Present,8
E0064,2025-01-20,Present,9
E0064,22-01-2025,PRESENT,8
E0064,23-01-2025,Present,9
E0064,24-01-2025,present,9
E0064,2025-01-28,WFH,8
E0064,29-01-2025,A,
E0064,30-01-2025,Work From Home,8
E0064,31-01-2025,PRESENT,7.5
E0064,02/03/2025,Present,7.5
E0064,04 Feb 2025,Present,8
E0064,06-02-2025,P,8
E0064,2025-02-07,Present,9
E0064,2025-02-10,PRESENT,7
E0064,11-02-2025,P,8
E0064,02/12/2025,PRESENT,8
E0064,2025-02-13,Present,8
E0064,14-02-2025,absent,
E0064,17 Feb 2025,present,7.5
E0064,02/19/2025,Present,8
E0064,20-02-2025,PRESENT,7
E0064,2025-02-24,Leave,
E0064,25 Feb 2025,wfh,7.5
E0064,02/27/2025,On Leave,
E0064,03-03-2025,present,7.5
E0064,03/04/2025,PRESENT,9
E0064,03/05/2025,present,7
E0064,07 Mar 2025,present,8
E0064,10 Mar 2025,Work From Home,7
E0064,11 Mar 2025,absent,
E0064,12-03-2025,PRESENT,8
E0064,2025-03-13,present,9
E0064,03/14/2025,present,8
E0064,2025-03-18,P,8
E0066,01/02/2025,Present,8
E0066,2025-01-03,absent,
E0066,2025-01-06,Present,9
E0066,01/07/2025,Present,8
E0066,2025-01-08,On Leave,
E0066,2025-01-09,absent,
E0066,10-01-2025,present,7.5
E0066,14-01-2025,Present,8
E0066,01/15/2025,Present,9
E0066,2025-01-17,P,9
E0066,21-01-2025,Leave,
E0066,23-01-2025,PRESENT,8
E0066,01/27/2025,Present,7
E0066,28-01-2025,Absent,
E0066,01/29/2025,Present,8
E0066,30 Jan 2025,P,8
E0066,03-02-2025,A,
E0066,05 Feb 2025,On Leave,
E0066,06-02-2025,PRESENT,7.5
E0066,2025-02-07,Present,7
E0066,10-02-2025,P,8
E0066,02/11/2025,P,7.5
E0066,02/12/2025,wfh,8
E0066,2025-02-13,PRESENT,8
E0066,2025-02-17,Present,9
E0066,18-02-2025,P,9
E0066,19 Feb 2025,PRESENT,7.5
E0066,21-02-2025,Present,8
E0066,25-02-2025,Absent,
E0066,02/26/2025,Leave,
E0066,27 Feb 2025,Present,7
E0066,02/28/2025,Present,8
E0066,03-03-2025,PRESENT,8
E0066,05-03-2025,present,8
E0066,03/07/2025,P,8
E0066,03/10/2025,Present,7
E0066,11 Mar 2025,Leave,
E0066,03/12/2025,present,8
E0066,2025-03-14,present,9
E0066,17-03-2025,P,9
E0067,2025-01-02,Present,8
E0067,2025-01-03,wfh,8
E0067,06 Jan 2025,P,8
E0067,07 Jan 2025,A,
E0067,01/08/2025,leave,
E0067,2025-01-09,present,7.5
E0067,01/10/2025,PRESENT,8
E0067,01/13/2025,present,8
E0067,15-01-2025,Present,8
E0067,17 Jan 2025,Present,8
E0067,01/20/2025,present,8
E0067,01/21/2025,PRESENT,9
E0067,22-01-2025,Present,8
E0067,01/23/2025,wfh,7
E0067,2025-01-27,present,8
E0067,28 Jan 2025,PRESENT,7
E0067,30-01-2025,Present,7.5
E0067,2025-02-03,present,7.5
E0067,02/04/2025,WFH,8
E0067,2025-02-05,present,7.5
E0067,02/06/2025,Present,7
E0067,10 Feb 2025,P,8
E0067,12 Feb 2025,Present,7
E0067,2025-02-13,present,8
E0067,14-02-2025,Present,8
E0067,2025-02-17,Present,9
E0067,02/18/2025,present,9
E0067,2025-02-20,present,7
E0067,21 Feb 2025,PRESENT,7
E0067,25-02-2025,P,7.5
E0067,27 Feb 2025,L,
E0067,28-02-2025,PRESENT,7
E0067,04-03-2025,WFH,7.5
E0067,03/05/2025,PRESENT,7
E0067,03/06/2025,present,7
E0067,2025-03-07,present,7.5
E0067,10-03-2025,Present,8
E0067,11-03-2025,On Leave,
E0067,12-03-2025,Present,8
E0067,2025-03-13,present,8
E0067,14-03-2025,PRESENT,8
E0067,2025-03-18,PRESENT,8
E0067,2025-03-19,present,8
E0067,20-03-2025,P,8
E0068,01/02/2025,PRESENT,7
E0068,06 Jan 2025,absent,
E0068,07 Jan 2025,Work From Home,9
E0068,08-01-2025,Leave,
E0068,01/09/2025,P,8
E0068,10 Jan 2025,PRESENT,8
E0068,14 Jan 2025,A,
E0068,01/15/2025,present,8
E0068,2025-01-16,On Leave,
E0068,20-01-2025,P,9
E0068,22 Jan 2025,A,
E0068,24 Jan 2025,Present,8
E0068,01/27/2025,L,
E0068,2025-01-29,present,7
E0068,01/30/2025,present,7
E0068,01/31/2025,PRESENT,8
E0068,2025-02-03,PRESENT,7
E0068,05 Feb 2025,wfh,8
E0068,02/06/2025,present,7
E0068,07-02-2025,P,8
E0068,11-02-2025,PRESENT,8
E0068,12-02-2025,Present,8
E0068,2025-02-13,P,9
E0068,2025-02-14,PRESENT,8
E0068,17 Feb 2025,P,7
E0068,18 Feb 2025,present,7.5
E0068,02/20/2025,present,8
E0068,21 Feb 2025,Work From Home,8
E0068,02/25/2025,P,8
E0068,2025-02-27,present,7.5
E0068,2025-02-28,Present,9
E0068,03-03-2025,present,8
E0068,04 Mar 2025,leave,
E0068,06 Mar 2025,PRESENT,9
E0068,2025-03-07,Present,7.5
E0068,10 Mar 2025,present,8
E0068,2025-03-12,present,7.5
E0068,03/13/2025,present,9
E0068,03/14/2025,Absent,
E0068,2025-03-18,Present,9
E0068,19 Mar 2025,PRESENT,9
E0069,02 Jan 2025,leave,
E0069,01/03/2025,WFH,8
E0069,06 Jan 2025,Present,8
E0069,2025-01-07,P,8
E0069,09-01-2025,wfh,8
E0069,01/10/2025,PRESENT,8
E0069,13-01-2025,Present,9
E0069,01/14/2025,L,
E0069,01/15/2025,PRESENT,8
E0069,2025-01-16,Absent,
E0069,2025-01-17,Present,8
E0069,20-01-2025,PRESENT,7.5
E0069,01/21/2025,PRESENT,8
E0069,23 Jan 2025,Present,7.5
